image_stem,bytes,sha256
26f3a614,105812,b6bb3a237649557f19575a0448f98b52f066d9955d71226a4d32d651642a6e2c
26f68720,96249,d9330f68466306387424ee5a92e5de825473d3b16915a95c361294563addb02d
26f7bc04,72010,caf8b30afb2a7bddfc4dfdad66e406fd3e05c5bfc56c8b1afe9deec775d70b9f
27003e26,82466,08faf671b3b9fa222ca45fc6399774c97f843cb3ff21e3f8d2ed5d1dfd756078
2702c6de,99518,b6ecce599e8cf7094b777bbdc554c0abd25a8f152ef2c26eacd17cc6c987be66
27051686,137220,97e21707a3de31a569f2fdb9a3816c392280d8f207e03829b79cf200dc840925
270d1447,116790,f3a45b290b8a5789aaf1c111dddeff4c5bfccdf54de186de65fae5a13f5728b9
2711ed40,110773,9740b1ce10e15d4b67cbdac2e4a34fe99c3c4a9d422581e42eb951e124e26d0f
2716aadb,399155,cf7101bc8356bb39f5e3602d9778040ff80a1bfb9f61507ae097c65be8f51e8e
2717e9d0,79154,548ca1f87a2dfad6a0d3d274fa6b6161fc33267059751cb3294d677d40baba48
27189046,98152,153a750ffe6ff3276c5000a93f731fd1f05551ed2cb12f4a78262906ff834482
27200597,92612,899b41bea09c9194b8f52b9890cfd34c539f0f9caeefa9549550c860bd431238
273b9eed,89171,633466b461632715b495f852f8682b98b0c83316f3f48fbb44b6d2763bbbc797
273f57c8,1994989,ac1441afe64e6d4410daa3687c2ab07e28a52554c9fb1e3ac8190507f3d3a4c5
2740c8b6,62295,dc3bcaf521dc29586e09b8dc336dd56f4e07e46b5a8574f6d2a70d9137733e1f
27481ccb,116588,c21f027541e8c800bfd3b749fa15ec078ad94a97040f486ce97f3c7ab4b4fa72
2750e1c9,106740,5ca2b675c1663ebb4aaedb180074cfe3b04676f6405cce24f673dcca2ecbd9cd
275ca61f,85415,9f8ddd2863138808507a9a692e1bedd6098c4a2679a7a3d63101089019a267c9
2760abe4,102618,8157b11285999d2abc69cbcf1fe5782733e2729eb061cd224ceb302bfb3d0dc7
2769df5a,2096219,096c0eaf983c44bcd1f4bc5e7024960b64e4ff06f7d7fc23af2d938c514e5b60
276f9b90,131744,3db71127f886e7b4f61c6c81bd7ff3689b5c20128299796c9188561d9038e7f8
2778a6c7,289255,8f75f2e51bb13d3e56781184a7d8304361a44a3d853c94c37bb63d67e124a144
2778bbb0,80627,f08c931d297bc6c4ac526ad830af7b8291ea0ba1b975eb20187b3c800624d354
277972d2,85299,facc1a8f478eea0a2790ce2adf35849ba87eb04cc60c68c7b6f1e0d0e58dffe4
278ad40a,100679,54bde671b9e1e0a5b45467bf64f893cfa4aa0ad9d2b4384c82479568a9507c99
27abcc2b,85374,3dbd874fe760ea3d1006159ba1b554bb31eef00a8bda2e9b74d1f672a7b98175
27afa131,103758,2aaf6c2f7d5eacc4685093410d8286d80d43b09f0b0ac50f72727a3f233e32fe
27b77bcd,106274,4b1c4c75acd33c6f666fd9435d96ffa1f622fd5c6df9eaf010dfbbffcce5a5da
27b8853f,96577,dd405f844b45a5e8e1d5da31fa6ec21a5d86848e3e36e8679ce5194f64ffcee8
27bae262,108290,bb34939dfb4a35549982b42519f4803979c4698da6f7e00791f802d26de3fc4d
27c8f4b4,111298,071d6ec3bed9bd03685441409e5216e8d6e22a69c8e040b5bba26367c5b7d11d
27c93733,92550,0c4753cb4865810efa3011b7bfb6c1d4a06358c6dc2a353f72d1000fff584ec7
27ccc8f7,346895,df5268fabc624e661b597b1d533ec14f68dc9b8bd5a51e654fadb851323294d6
27cddbb8,85024,863327ee007f0046a28d453b47dce64e6f43e6cbe1950b6f8ee1194ce60f8d6f
27dc13f2,91877,d61d25c59aec333eef927d79b291a2db12795600292947da6630928ffceae435
27e2e51d,83685,d053f1ffa892d359571df707414f918997f17d685c88d731a9bbc62d447841bc
27ea56ab,64642,ddfafd159d04a975538d0e9044ba4ffdfe80337058d03a1b92d3ca6d6017981e
27ee8fac,104736,af269b1bace4d000080bff14037b34bcbec8bfed9e625ba10a4e540f9d775c2d
27eff4bf,342847,2f6e916989537ebc5ee038360839dec14b5e388b62ef1395c47ab101d49c107c
27f8805b,94506,905cb05969c2c2af7361514b4d1408dfe3ce19616792233958a9512dd7a024cd
27fcd2c7,74832,1fdfb9d09debf11a8aa0a027a3f823c00fe9a2291eb964b3a920806ef44e0107
27fe95ee,1870633,53d7976f4ef15e5b83803567662f6f3042dcd39b0ffad5d2082e7d57bbb74bad
27ff58cb,98421,eff44aaf96f83d007bb7975afcbf276c9e4e2fb45b72172a1c2bb6598ec40ae7
2809914a,89659,1db486208bc946c24d4c6d8357068134cb8c5604e4e415b5731aa5de48d679b8
280a89eb,100887,dd139323547972861c301ee2f60ec694893ec7e08d7bcda2c597bd4b0afe2cb4
28276d4b,320788,054dcbd2566b5f5f3967fcdebd8fb8f55f68097505e5483d98ca968b2332a7a5
2829d626,82974,1db2f727f1bfdd8720c53aea10d9ea1545036161d10e229a2e08717ca169171c
282cc26b,82953,9f88b56689028b59c3f689d3f51bc29bb4093edafb2e171ee7eb32a0391d25d6
282d48b8,87108,020371099173491ebc3d8808f526b7ea3ad7d2c9df9a0210fc307a839174fea3
282fbcf5,85061,6e16093c37b3096f9b64bb3ac3889bd9a8c19b8ea1e5a4dd453b768b92be88f6
2834f238,121167,56a186af0e490e0c431a30b01c9675a5467d445a068e774c14ad702df0e4ba30
28508893,72010,a277a23232cd915570813dd0b48aae7f250960a6eb71415f5462bfada46c78ce
28511b4a,96730,a5a1fb168d5b161f66c3ab96954270e77940f0b1b8dad56b4701695adf95035a
285cb5ea,116323,0163efc4aa3095d240eb712d1f568c054a15f7b717306347a086d228068e6a5f
285fffae,102668,63a681dad3d44bcc255774a15b45f8f8b16be6e7fe1adad5dfe8670ee5ad3472
2880eecf,110765,7c96605315528de97ad7b89203c429426c3412588d5e897cea7af026c5218080
288dbac2,94194,eae0099574dd130d1f06066f5f3d4764ff849e81790c8748dff90ca5fa50147a
28912572,101312,4df978678d771a743bb970f5390b7335978ef26becf2742727d062af0cd57d3b
28919608,2466758,f119c693621757f40010fbb28a0618b91d50a11a1d9d5f1e5b57904b0a4f3c04
28d055de,73618,e73149fb42d98103907c45def9aa8e9d3540535db00d4acbc01ba61ed65fa9f4
28d3260f,112971,3c7119857fde3f9fad748c52ff42c61f7f93ca8a2d8e25e9742b2c81cbe72e1b
28d51604,99146,1726ab6f47483b55023c6bbecde72781c783e8f4a55255dddb3e0a336a822780
28d59f4f,84597,440d896be41ce3353d97c1eea60dbe667b1a895d82768817dc49d6eedc9dfdcc
28d80be5,100406,e31f7179361ef46d6f36cec242d5a581caa48a44a8a36e355d4994dcc09c9877
28da718e,271434,7bab7da07229832d48557fff6f6dc306adbf34fbd07c00e0ce7ee83cf87f72fd
28eb8023,100482,b0aa66b946bb72be6b6a3a96210a9905dcb581f97b408326a7558948c199da70
2901b9cc,98491,7d93736480611c28d0a09c60121ed8fca63d6540dfb702f47a2c21da72c297bd
2902c293,53423,b7c92cafacd6f6d4f2ce598aefe6ff5081e9936d693b18f56ac2fa37081f22a4
290b3959,96794,e1756ea1baf864f8abbaadd933070c68429cfc5eb42526cf0241bf6a6c105259
291035c0,73108,8ca0c32a9ddb0b65a4b0049d468f21e87c053034ff00eb4bf70c8343d8c9553b
2918f38e,103689,584852b95d60e822632087d740f7bc6b847e018f3ae3f72398b8842bed2db8a2
291d232d,77373,ad687be9e34551e4a93f0bf6c1b5a78af8a61b14360650681d204d2c61a76193
291e80f1,115635,94c6a8daac047fbd82635471a749b3ad949b32bf687e5ec39bb56feac1fbd149
292d64ea,74357,0c4543f60e0f10d7c1030ad0f149713ddfbb2226ad6260b4a60f596e86c0739f
292f636e,126074,047264e7b040ab59c0a1b8f3a6b00031dd43b685bc3f3f5dbcb49b15a8aa3fc3
2932c2ac,131961,5ecac44f95f99351c362272e99b969a3a5bf8ea9a2975ea48755e783220d3086
293d0e95,132079,7b16f8feb77f594b6a3cc7348930748f19ee8682b610c9f6c94868343f0a34a0
2943c312,100245,a5526a342318c69aeddd5d1eb9cb3fffa87ae055d22bb984a058486f185defd8
294f6fc1,66502,1a63d227cc04c425ca8c53ebe535e64f0b02413259dde6ad8982d174b98a7c7a
295851ba,264956,23b246f5bd9d41ad0aa8c2fb33672c6dab4b11c596e6e699323a3379be1076bf
2982c918,234064,8de7454df0fa0c8577185505f9911e2419400d2b2c00e76957f7c0362538588b
2987c78c,73799,7c479159e86b69084dabee8d131b305a4b9bfdde8b443df82c50b0309b20877b
298a5c6f,108607,57232bb93b960c4b3742984a9862f1c63018ec18e51913652aa1ee1b695bbc8d
2997c591,1803829,a647ee78086bf5a61f4b60ea50f434edd4bcbbb81dfc73b5cf93aaa7d9cbe0c9
299bb9e1,115221,3af26d1893a50ec33f826fea582ab0f23667e38645ab2e920c29621410317de3
299cbfac,86700,fbe1e364c1840928c479d7f2ad8b55d6c1b19523ceb76fc2182e1555463de68b
29c671bf,76060,0c25da9a0216ff21320fbe322e67fbf16b60518df800a89ff919ca1c39302736
29d36438,71137,fe78e3a2e6b9326be97ebf00795817ab9871c10c4f81b9a32aee9fff742c1e40
29e80787,267883,d10e5ed59c2917d81009318ddcab874a8acd15c7836206fd29101e23aaa78367
2a02f0bf,77703,538b4ea416c138a2c97421b2bfb11d1e5999cb5ac104ef6f00f1e4913349f98b
2a0aef99,109536,2708a330279eef717dda88258b75a66915553a53d523d39790da6137946a9a4b
2a186003,105040,750e6df2c323661c1a977b992999e2f1c3d0c1e532dd3b9b58b5663635a8a335
2a20c716,85850,396a7be8cdb41ea9165f52adc8cd48c4840ac3c0d41314fe6b318008215aed9c
2a23f5b3,104697,e2595c90d5d13b054360864d66dc73926a5d13caf52034ac60a23fdb19ec2c25
2a26ed4c,105458,4cbf5ccf776a820a0af5cadd23bb60c17b9c53484cfbcdc0fec71099040d331e
2a3461fb,101911,55c9c3b7e5ce6a7c0bcd8163d415e8b4c3866557a9fd63b54b2caab7b26eb750
2a3881ad,586776,22d111be48da70f86c3a3f9f71b3572eec9d4804c94b380daa16beff10f519be
2a3a5dcf,108574,baecfc0752841fa3ee3c9a830e88a9038f23906d264e1f2125f8cf9f7af9230f
2a3bfd7a,107900,a6703e66ad29b8343a2cbfecddfa0c8cc814057790ed59782e4f9019ef95436d
2a3ef97e,254823,c4553867c5d2396a5ac9ed2afaec3b64efe21923b7174bd4321e73638160b217
2a524528,62507,2d4ac9f57d0a026ba0826747804a6defb74570efc13ac89d89a2e6d9a3fad34b
2a5d7a03,229020,dbf79a11b2538faeeb088538e2521167d4939cae574f34a4186f6fedba70710b
2a5ebc60,83464,d2fd099ed62f7a022adf38f6caee99ccb082f2dede5691fb6f93c7ce02b8a46b
2a692224,80222,6a64af87bb048d5d3f4bccf22e214c207621b6bd8227be159b663bb9a3b5e8f0
2a73203e,83040,f102b609817ae330caa097a99432908fece0ee8ac20dca3e1825e1de2c2d5fb7
2a7c825d,1900750,e412fb7c7243104104f6cb5af4084d17961a2c513c84115762d652bd66ba881e
2a7ee475,73779,81e84b2054f84e44fa0b5645a228b356dbd93d5bd8fd2817f2aea00ec7c3d9af
2a83075f,102900,afbc19d05c420b251f3d42b50a657303aa744fb0720e5d7a7727d8574dc5f64b
2a85f224,69585,2a01f905318a61398c9c75f0701dc8a1f3b3063be39d7b10c080f5ba3ca3a44c
2aa69e38,96911,224afe9db035e98b9d1c5e6afb3fc9ee6437aa5663792b7422f48758a1eeb99d
2aacc818,79015,df444793a5c1592ce033da869ca347235a86ef80a2f127bc3f26800ed7cd13ee
2ab3b851,92956,cb14d936ca4bb369a2535e1acc8feeca4c32e7402238bfacec997400ead1d3db
2ab94102,77216,712e64c29c2644bfe11ae174efc105f754caa9a605b9d8554c78bba8674bfc84
2aba218a,78003,8f004f49cd53624c5e032d6ba1f3c7487f21966d155dca599ee9be4137150add
2ad10840,87709,745cf81439f31e24648180b7a4d424b07e24b7df656c1e4d9623e0ec0802654a
2ad1695b,72124,fbff0e79786f2e4c78f1fdbdb9095f361bf8e02a58d3b8cb5d69066d53b38430
2ade4916,73582,67bfadaf7aa5f03fbc4e536ef4c01a89f3a3261c5e7e653feb0734641eefeb9d
2ae838dd,51912,1a157f800a7559b5e58fcd923bd58f14b85684eb5552b8817dc8ee92333b8297
2aee6e63,102419,d71c7b09e18de236ee1a7ba4f405a54393b84fd727ff1d7cfd758b74850994d7
2af95faa,268833,345d0e101d90e9c27ab430aae963e6308b52d38a3dc703454f57227e6e463ee1
2afadb37,107424,7bbac59f208db6097c730261e6d998ad1887685978c86ff9d77b1836f6693b0d
2afb9044,83197,881d1016be32eb444f9e35c15e55f5c01f00c569ceb131f2662dd34ec9d10ed9
2b0168e0,2769408,a663e460fcf9fe2bfc5685c7269a625f48dcaf945c400c08a9621e9cd29d2ad3
2b030b49,1587775,8e4bf66746600ab236ce14ad5c2b04203cce9652c456f3e40e7ed57da4c3b5d4
2b0e3b91,117143,bb46f4d34c9e1768945c38040fc9654f461f80afabdc1e9acfcdcd001086ae1e
2b16579d,116184,09aa233cd08d3ece9fd217bb035b143513ec1e3550dd933c5227e058f76d5a6b
2b181dff,121660,60097b904a80f37df7512bd68b0ef12425e322b5a7a874c580c9669dead6dc20
2b26ac85,78939,9909ce2d4d0a4461fee96fb5fa2f0dc7844694751a9b1d5ca5942f0c8f44b4f2
2b296dd9,91715,2c69534da7329d04e2ae3804661a3c39b30ee8675ec4dfcb93a108318270d5c3
2b29b14c,99199,0a7cd96e8d9346f07f7d755ebf1418e5048601e9148c7707da383dc3130b75e2
2b4ed88a,73030,7d883f1d2db4178d9692cc7cc15da702f5fc8633b2d16a48e4d297b3a97d2904
2b56e279,74487,39db8447687877e2213c39e92e5c5d1a07ff2a109d5dd6969b4a1876583190a2
2b5b5474,106934,e04d5faa53a35c7cffc6f967f10e7fc57c94c9761c205da1a68c9244bccb5323
2b5dba65,876021,215439fb4284e6edc940b8250351f2fc972a59264b294573a7c6ced0c48ded98
2b5e9353,77904,eab17ed949143b62f1f3171a65d33d9b7408e3646c20907b0418f0e1d2785419
2b63b2b1,100962,dbd610db9de6134e9b7e39cf643872cda757fca07ba4b15c56bfdc683eacecca
2b6497d7,94687,83e19163e0c4789dd4f27e47137259a21b3b5dd344ad1625e4c9bc4ae484fb7c
2b81f208,95028,ef9c9308af7504bdcb9bd6dde09714d26fb61bdbab5e9faedc4910e0de1cb947
2b88aa3b,99347,eea5a0be7f9e4997eeb8473d68f132b8a0cf7c1d5ae7c5b40afe44083dab9f70
2b9ca5b6,73563,4e98a52320299d3db8d6fb3162a45966a76e6b3c2deed435c43a7ed76fca60a0
2ba5bb08,77177,e555d4c79dcfe680b4f6ff6b69983a55f94e0c37d0a4d4f3712c88d59e52ecfc
2ba8cee0,95578,a35e1ee8c624e04d5206f0253b5afe8a4eb4a75c7460bce7e4c86fc54c223e52
2bab1a1b,108982,7235c15f1b8b11166cac3a27fa94f228e02f243bdcc95caf0e2cfa49085ac9b1
2bae09cc,90382,b9d5284f5e899d00f634d70e032846af9d9e4cded2f78c96d4badcc2845b7cc3
2bbb1dbe,72050,c4f0c106588cc176833365a4de0e09bbf3b25b473053818c5244ef32d99b3b0d
2bc457d2,88857,4cb75e83c82bf5aaed3e639a0d8821c3de974e347338345f5b3c5d48b4727a49
2bc8227e,96486,9a26a378e6f476cb982c17345a18ae45c5a361bcd41a9f96cd57a55c10488f6e
2bcbf983,75831,047bdef75d3063447f107a776cde9714ad881a72f4ca8f24b9860ec645f878dc
2bd27a53,85447,15a4afa412eb374df37c3c01adea1d9bc7c1be00eaf1c5af59656e7876f6bbd4
2bd2bc51,71196,d417d09a04bdac48341dd27135e43592616954048bbd89e9cc17f748b4c908b2
2bdb13d2,86511,e4790338a9b3cfbf89130425fba0dc0eeb8df90f4c1edf8fdc9965dec1639096
2bddfbeb,102202,0acca94bfc286569323996d84df4d0ad81b5a13ef3969158620bb8515901b71b
2bfe741a,104759,aeb468bc7768b3c2a57751fd8ed7e752b165c2a72d9b3fef85da497007b3d413
2c011745,103796,6577cf29bd534e8802cdbddf82e6969dc52db3c97f5ff0fbb61dea086a877324
2c03f782,293602,6c78ebaf53db87065680235da4ee94d97366990416ffd6d80d4f2059c71e6e52
2c117dc4,329461,d327d5d532a3ab76de474f7ce7b5b67a30658a8ef6c2079c291ab479f323fc4a
2c17cae6,93693,f47296785b82b7b8d2c02a5cc3d08e2b6a939f650f5d3fc133192d90722ccb8a
2c1883ec,83206,f1c233d2e5abf0726741d83ab9cdc832c6d0747adbc6a038a67aeb5face850a8
2c1e6c1a,94456,82834060cd66967b481bf4bcc1ff5357d46cd99ff9a7072c8fa58f352b201ea2
2c1e7ba0,103761,fcb8e458681c9e74a87701ffd172eac9cc4981daf7b594ce154bf58c0ad1d66e
2c25cc4f,122929,5784c4c9e1cd2e1ce7d9fdc3d978c0697a427e6a3f578aff46265155699a6884
2c26547a,106702,66076b593fa8365c804690f1e65339c50525d73b8544354f3b14b2bfe8b430cd
2c293f49,78733,ce26a60f449db3fb55b1ee4481a1920f3a6d9910b6c3889e06b277a79dbbe63d
2c3ae9ad,91762,99cfd5ab22309aee696e086583737a3b349e572bf238ae9a2277b534cd33cf12
2c3f4b59,85519,b8d53faa9790afea4aa64f7106c83881a2c21de9699d5a5b5d19f1ec9c62f88f
2c47b939,107528,7c23261a6c0dbcd94e205d9fd2da68609ede42448f493f8e39ac177b7320996c
2c49cf0d,84421,beb6f2408e8b203bad41f9d6a5236c82c90389fabb41b4448c93deb9820a02ac
2c521cce,82213,0fb2cdcd87ca3b0a55d170f3e6b5f38bc33741686d41c5e9b4236b9909d8f5f1
2c793a79,1293902,847c046191d81b1147b59088e91e7bd7753fe0412ace649c9a47a9d61ce61c10
2c7a6771,72535,4869703d5d02ec33255c2c482e1c7cd24f56ee7a869cc4a1617701718daea61c
2c7a6bcc,92850,af825d452cae2cdc759b3cd6b6905ca4ae84d8077a51c725fcb0bbeb9e169eda
2c7b7970,97947,29483a55555baf0a9e104e5c107c21497e6c723a82d538b4cc6fc1dbbda43505
2c7b838e,98898,f25f8d67301ba97624ebf01232091ed7809548ae7aee564e28e27a32c2dc30a1
2c837aba,87816,20ec9d1a1d177dbca270e1d9dcd788f143fbb9add152298eebfce2cc1333afe2
2c896ab6,104582,0a32a2b1ea99290e1f6637e04eab27a47b48a0661a0dff0d0b7c404145460de7
2c8c5d1f,91895,c85b5219e42510f26fad3e875412d6ac4a56a105ce51302f448cb1b124e93849
2c911149,76262,15a0afc1634dc3a04dc68a9bb2f5fd8f6f331175d393699ae3f374e10ca9d0e3
2cbb4485,85734,aaa80b6ff8037f69b0d0d37b74b69f3499c9b03f14f86ef35c04a069b44a0014
2cc101b9,107655,311c14e15136a3d640d496b596b986a572fdb119ba0e1e28b90a438607523923
2cc1a6dc,71802,fddcc965cf9acca5df7b95a758489f5e0dcd13a82ded3a4b58f1adfd753a4fab
2cca8107,88291,cf9804258e9e21ffc0ca540803cc5035615c969796e536e736cfe1fa0aa43815
2cd56b44,94698,9f51c7b599ce7d8e69f29bff2acab27ecabaa670c0c9bdc9bdc89740a13f6fe3
2cd5d777,85832,f9e149995c37180ce176033cfc91da8418c0c3bb1ce431a701210d6bb12f32db
2cdfefdf,90010,befa62ab545a027a7a1571f7458ab766c427a1f7323aa18dd89dc4f0b1712eb5
2ce0c8af,88129,f53d8c8aeb9ca0d47537bdb3a2344b3e387dcd512c409062ec4d89cb91545897
2ce4c7e0,85418,6c575b33fa38f5dcbc9d188a7ddd2e1cc25111306c86fe84cee769907f86bb42
2cf464cc,95256,33f4ff6191af7102c0267f7f1678fce007b13ad0f5c094121233f15765c1c977
2cfe6352,121679,8059a5adfcad869cb67b69a8141dccdb85b27d65c4e83ef54634a419861c7020
2d0aaa0a,86271,e9853b419926bb1a61b2f18d2a15e4edead8391898fb4662204c4a0211f953f4
2d1996bd,101751,442bf1e626f6bfd844cff9e2a3ac8cbe577e9f1030d429f9c2eb50de0ca4c30d
2d1ae811,69601,3bac60fdd71e5232c033308cd229bc9c5e7297c2d0ed18728b1e0a3237ab73a6
2d284597,76849,7b6431b60f36741d616e245123f6efe54cfcdf7a8ed82d8cd82d6021d0979799
2d4191de,101405,16b4b1002e815cd6ac1e9b8b61117e91fde1cf70b5679d1e324b7dcbd7576619
2d49327c,73212,eab7b2d833099d8e2842f528938758e0aacfe1e14dc16f51ee6acc4007a74134
2d4c887e,101103,5d67ef611902d96f4922f2a12b8abc8e2e67e22f561b485bed69e253a2ef53fb
2d526b01,117475,0251032144711ee1e13b5e57992239d0995d7e051a958549a69c04d95211a638
2d593793,72946,31a453e952258b87bdc6ca76fc884a662625d339164cbd989b1cff1ccbfbea8f
2d60de93,98480,7b9c8509936db1ad67b4ed0dd46b1d3174a6ea5b511cc2365a503c052d14e3dc
2d6ed64b,71131,830968959ce76e61f13b622f1f8f71002f880f8b27c6a4014419f6713d07b92a
2d712527,75675,1723c7c1c91bf31d28bf7f61f40e3354d79289d7695df027a2b7e555a6d89818
2d71ae2d,75754,e790af7122f6ffab02b44d0c71c57254b6c1e37ff277698acdd056d45a5d58df
2d77d42a,81432,772f919650c3348878f4dffcd2ba7d802161a5e9bfde941585df6275a353ba91
2d78993a,81948,d498fdbc5eea7af82153bd3190965238d5b75f80042c5c0bec3f3ba7e5c40e53
2d838148,90433,74e0c03b08c9ceff9ec8ed07e0322c868f3d455d9d39968ccefa0ea874579e58
2d93dbb0,98519,b4bd2cdc346e674f3caf4b1c70476e8a88c4877fd219cbca4e1748124a632322
2d967900,113837,b1130c0f0652d4432ffa1aee346af511328b258c65e7dcd2b2548c530ee7cd7f
2da7599a,138328,12f6c35dc8173fb18e0e7e25d0a1424c1c44c95c164c21f6fc300089cf6fe862
2db38d5a,104196,282f160ec772d3898807aba410affa99b6a56f46498b868bc592cac7df55f888
2db57ea5,85424,7c74b1f935a7c81db899f870fd696cb267d52294107f614fe4e8a9c86bdf217c
2dc49cb1,109480,580ea9fffb35dc2ed91b645b9aee2478979650a22cc5facf610c8e79312ba4bc
2dce514a,88219,9eab8f7e7878530bcc75e47803a21e9ce668f3de0237ab3c011cc8fd81cd2748
2dcf1e91,77185,558c425927992735614d2d53e72e5642503b0d56b7a15c48e2d03e86fe703ade
2ddd8262,71420,60bab7cbd4c2849a597381e35d4d50b96c7b2e0353bbd4169b41b8e01bf8bcc8
2ddd9e80,3524019,76d41c5b2748aad13b2397ba03ee79d86fd0537c2ceda5923d7cbbe3240b4541
2de17de4,99860,e6923fd7f1c94fbdaebdf89066784730a8f9188b914c9aed1bbc62d21652881e
2de2b84d,119514,eea614e29c84ec34bcb88d89cbfca1151f6f9bc2fa2473c5169236990f18af46
2df77297,115488,3c55ed41f17c2e9603b26fc7df9075cf2af849784901cfd70bdd5f117698c250
2df9c1d9,72032,e176be794cc044701fb6e36754690154b659a841e33ed7125e5c3f11fbdb0bca
2e0b5aa2,1897937,cb8a8db9708bcd8f149ee190811aff55c5d7e6ad3a682f9208755efb3c9a471a
2e15196f,93856,dd355a5403ffdf5f83296ab3fba132014e3d034e4f0f08ab1ce79d18c301a409
2e1beee8,78909,7c8f4b5f2f609e1a3a48bc568cac39532cb0c238e5a764f0f4158e100cb4528b
2e21057d,97241,5df5a256e52ada9eb07ae930fa8efce55a7074247b1508ff7e726544dc4b1bb6
2e227f8e,107046,7d382f064f491dbc761087822bff8e15ba2addc9b1658eb0910a7719f60aab1e
2e38851f,381914,6e23bb9a5e933fcf76c82a5630c18a50899cda0dd90407b1abedcadbfe77a5fc
2e426d94,68351,cf92a8dbc6b8860ff1fd6f7b326b47beb5bdd82f4052d5757ba11e71023e291f
2e51f703,100259,9747131fd8652085b2d757e454dc0fed3f66cf034bd0d76bff865d422247d5ce
2e52770c,90970,853cb199e4fb83181007c8d79148e514240f8bd46b5b3d50f712e6021efff148
2e52b21f,72476,7397fa2f03066d3a6f24b144aafb11719ed5c8cc3ff23c50da4fba38d60c54a7
2e555a92,66118,e96f36cda3b4224a9faadf8ee83c229100f4d93885e759b523840763f373e5e0
2e5806ae,394066,7d5f245e2b1d0b1ba526183386bb73c9035f69f34e18fc3eaf499000298bb57c
2e6cd0ae,93768,94a9b811f6763a093580cf6b46d82286a1a9a3216706263b9799d0193bb76290
2e84c565,104322,9f879dac763136d464e3b4df8e8279cbc4d8639376c603db328d771902c55153
2e8b8986,105907,6a2bf83cf08fc64b1a5e7ec75ba19620c2c1e0d3571e7e76ed5f079a3e22d808
2e8e52e7,77110,ea934e441b4430d120781da60bd27fa9d5e3da206343377d59d50a543477072d
2e937f29,103650,7ec4e703cbe69c335ca23e6197d81bf1e7d5030c85ca1b6734ad324888430f56
2ea82575,102622,63b7e945ef1515617f977d86fa61d6ea1c16609bb9a52bf867fb07ef16bf820e
2eaaffcb,99786,afba5dc8d5e47804cdb80749a8303ab8b12816640d1dc859cf88c8ebc523c53a
2eafec58,68699,8eca2091190af27afc12afd5c847dee4d3a1af451808a1088a7dcc07548d37a4
2eb01bef,88376,0b6c489bb43bb6f8c32d7b300f41205135b8e21af3129aa8d479aadf815afc1f
2ebb2474,83770,1ea2770b76e7213fce4f37df93f41e0ec55faae0ad92689a659b11b4e76cb9d0
2ebd2bec,91435,8420979dd7dd065be0c949e5bde264775e3abd976e6714319a8a3e6b6dc85759
2ebd56c4,293831,887e49eba72c4327adb02f717b93d335f7bea1b66aa83eb8ded8509312880e0c
2ec65836,91266,90f8fbb8113d7745494c16419c19261c558a883119f2f713e4f977556da6d7d6
2ec6c8d7,86911,4b8e42fd9eab9ee6b7917209b423a1b8b78a0c5ff167646018785ac3a4813ba0
2ed173b3,136176,3dbd8f6b5ef4a4e586c6104f549bf8c91d3b7ecca92602d954792083780e85b0
2ed2cdcd,81513,8f302abea711891759cff988ca16229d0073cd4b82a266231c8c18af5d2539f6
2ed588f2,102956,aed361237e76f05679dc4b232c3792c3a6d57e438c7d1737b404677c75e0e680
2edf09df,308980,0b35d5e5cad85728021e537bc65c223af0e80f1ff42cf4b147c1de395eac950c
2ee3e776,131809,b0bac903a993d1a0e74d08f49c2c4ae4d6684ebb85d87722375d2e795341f6a3
2ef34716,114633,548c5f5c46d0defa082be6540d373c5e6dcc607b7cfd5c28dcc292c1a27a4e20
2ef3c776,101249,a8784a1127d746646da5b8e2e2a9a1c6b87ac0e57b6ee63fc5c48b15ff0a17c8
2efd6be0,86466,d2376f3764a251cb7ee5ce46b42d423c54bb46a0b65306bde930d2b3ebb3cafb
2f0737a7,121038,5fbeaf88429b5dbd3c693c6fd73824dea0af1148ed31ccc009eedda3ced20d57
2f0aa8c2,116178,65c1f386eae9a9b533c6d3d63bd829d7b12870fd0e40ae2460a67e5ee7770e23
2f0e579f,106537,6c316e00fbcf9f3073446be05654419e31aa890e2ffce1afcd3f6c9bf59dfda0
2f1413d9,118422,f4427277a5525cb8c8eb6b2c75e8c68fd77c841ba683a2fa15210c56b2083471
2f142390,117180,00c4b3deffbcfd8a5f2a7688d492409fbbc93bd9400c1368e4a447df3eac194c
2f1a3b30,85509,65d221df52158cdeaf2d94af036313e8ec2069217e108e1b7c0da3cdb696a0d1
2f2a31b7,2155629,a092e76ce81149a724ac2caccad96c1d973a64013dbdd11e8fa4db2a545c98b1
2f2f2246,84479,a291344fc312a30970e181e3ef5d8a292ef534347960f403fad68a7b4dca4fc4
2f54af3e,99380,4fe87211d025ad89b31bd06bae24d75aecd931e7a11fc1f89857cc857a6fb979
2f5c5089,100352,dedb77aa4647f1a3dd118faf4f0d5ca5566e8860a19e6f12039408de818a7139
2f5e5665,80043,4f6dd7e5b5ee47d87fb361d372b51be343c78c0b2dc5ec60e7882ebcc2e5a151
2f6257dd,95597,487b52de0e92f9750abf17d7e35d1c35011bbc6c4f1990d8de6bb8a770578ad6
